,TEMP_PLAYER_ID,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH
74,,2757,Beno,Udrih,Beno Udrih,PG,74.5,6' 2.5'',75.75,6' 3.75'',199,76.5,6' 4.5'',98.0,8' 2'',9.3,,
75,,2761,Jackson,Vroman,Jackson Vroman,PF-C,81.25,6' 9.25'',82.75,6' 10.75'',226,84.0,7' 0'',105.5,8' 9.5'',6.7,,
76,,2753,Delonte,West,Delonte West,PG-SG,73.5,6' 1.5'',74.75,6' 2.75'',183,78.0,6' 6'',99.5,8' 3.5'',6.7,,
77,,2863,Damien,Wilkins,Damien Wilkins,SG-SF,76.5,6' 4.5'',78.0,6' 6'',222,84.0,7' 0'',106.0,8' 10'',7.3,,
78,,12292,Mike,Williams,Mike Williams,SF,77.5,6' 5.5'',78.5,6' 6.5'',197,83.5,6' 11.5'',105.5,8' 9.5'',9.3,,
79,,12293,Nate,Williams,Nate Williams,PF-SF,80.5,6' 8.5'',82.0,6' 10'',240,85.5,7' 1.5'',109.5,9' 1.5'',12.4,,
80,,12294,Rashad,Wright,Rashad Wright,PG,72.5,6' 0.5'',73.75,6' 1.75'',190,82.0,6' 10'',98.5,8' 2.5'',8.0,,
0,,101165,Alex,Acker,Alex Acker,SG,75.75,6' 3.75'',76.75,6' 4.75'',183,84.0,7' 0'',102.5,8' 6.5'',,,
1,,101224,Deji,Akindele,Deji Akindele,C-PF,81.5,6' 9.5'',83.0,6' 11'',236.4,87.0,7' 3'',108.5,9' 0.5'',,,
2,,200969,Mustafa,Al-Sayyad,Mustafa Al-Sayyad,PF-C,,,,,,,,,,,,
3,,12104,Nemanja,Aleksandrov,Nemanja Aleksandrov,PF-SF,82.0,6' 10'',84.0,7' 0'',220.6,83.0,6' 11'',110.0,9' 2'',,,
4,,101187,Alan,Anderson,Alan Anderson,SG-SF,76.5,6' 4.5'',78.0,6' 6'',223.2,81.5,6' 9.5'',104.0,8' 8'',,,
5,,101149,Martynas,Andriuskevicius,Martynas Andriuskevicius,C-PF,85.25,7' 1.25'',87.0,7' 3'',227.8,83.25,6' 11.25'',112.5,9' 4.5'',,,
6,,101252,Sean,Banks,Sean Banks,SF,77.75,6' 5.75'',79.0,6' 7'',206.4,85.0,7' 1'',108.0,9' 0'',,,
7,,101188,Eddie,Basden,Eddie Basden,SG-SF,76.25,6' 4.25'',77.5,6' 5.5'',210,82.25,6' 10.25'',101.0,8' 5'',,,
8,,12105,Mike,Bell,Mike Bell,SF-PF,80.75,6' 8.75'',81.25,6' 9.25'',206.2,85.5,7' 1.5'',104.5,8' 8.5'',,,
9,,101106,Andrew,Bogut,Andrew Bogut,C-PF,83.0,6' 11'',84.25,7' 0.25'',250.6,87.0,7' 3'',110.5,9' 2.5'',,,
10,,200793,Dee,Brown,Dee Brown,PG-SG,71.0,5' 11'',72.0,6' 0'',179,74.0,6' 2'',94.0,7' 10'',,,
11,,101198,Will,Bynum,Will Bynum,PG-SG,70.5,5' 10.5'',71.5,5' 11.5'',188.8,75.5,6' 3.5'',93.0,7' 9'',,,
12,,12106,Marcus,Campbell,Marcus Campbell,C,82.25,6' 10.25'',84.25,7' 0.25'',280.4,90.0,7' 6'',114.0,9' 6'',,,
13,,101215,Will,Conroy,Will Conroy,PG,73.0,6' 1'',74.0,6' 2'',188.6,75.0,6' 3'',96.5,8' 0.5'',,,
14,,12107,Taylor,Coppenrath,Taylor Coppenrath,PF-SF,79.75,6' 7.75'',81.25,6' 9.25'',252.4,83.5,6' 11.5'',106.5,8' 10.5'',,,
15,,101143,Travis,Diener,Travis Diener,PG-SG,71.75,5' 11.75'',73.0,6' 1'',165.2,71.75,5' 11.75'',93.5,7' 9.5'',,,
16,,101113,Ike,Diogu,Ike Diogu,PF,78.5,6' 6.5'',80.0,6' 8'',255.4,87.5,7' 3.5'',109.0,9' 1'',,,
17,,12108,Daryl,Dorsey,Daryl Dorsey,PG,71.25,5' 11.25'',72.5,6' 0.5'',160.8,71.5,5' 11.5'',94.0,7' 10'',,,
18,,101145,Monta,Ellis,Monta Ellis,SG-PG,74.25,6' 2.25'',75.25,6' 3.25'',176.6,74.75,6' 2.75'',98.0,8' 2'',,,
19,,101109,Raymond,Felton,Raymond Felton,PG,71.5,5' 11.5'',72.25,6' 0.25'',199.4,76.25,6' 4.25'',98.0,8' 2'',,,
20,,201164,Rudy,Fernandez,Rudy Fernandez,SG,76.75,6' 4.75'',78.0,6' 6'',172,79.5,6' 7.5'',101.5,8' 5.5'',,,
21,,12109,D'Or,Fischer,D'Or Fischer,C-PF,81.25,6' 9.25'',82.5,6' 10.5'',242.4,90.0,7' 6'',110.5,9' 2.5'',,,
22,,12110,Eddy,Fobbs,Eddy Fobbs,C-PF,82.25,6' 10.25'',83.25,6' 11.25'',235.2,90.75,7' 6.75'',111.5,9' 3.5'',,,
23,,101213,Sharrod,Ford,Sharrod Ford,PF,79.25,6' 7.25'',80.25,6' 8.25'',212.8,85.5,7' 1.5'',106.0,8' 10'',,,
24,,101112,Channing,Frye,Channing Frye,PF-C,81.5,6' 9.5'',82.5,6' 10.5'',243.6,86.5,7' 2.5'',110.5,9' 2.5'',,,
25,,101184,Deng,Gai,Deng Gai,PF-C,79.75,6' 7.75'',81.25,6' 9.25'',214,88.5,7' 4.5'',110.5,9' 2.5'',,,
26,,101128,Francisco,Garcia,Francisco Garcia,SF-SG,77.75,6' 5.75'',79.0,6' 7'',189.6,82.75,6' 10.75'',103.0,8' 7'',,,
27,,12111,John,Gilchrist,John Gilchrist,PG,73.25,6' 1.25'',74.5,6' 2.5'',195.2,81.25,6' 9.25'',96.5,8' 0.5'',,,
28,,101162,Marcin,Gortat,Marcin Gortat,PF-C,83.0,6' 11'',84.0,7' 0'',225.2,87.5,7' 3.5'',110.0,9' 2'',,,
29,,101121,Joey,Graham,Joey Graham,SF,77.25,6' 5.25'',78.5,6' 6.5'',216.6,80.0,6' 8'',104.0,8' 8'',,,
30,,101122,Danny,Granger,Danny Granger,,79.5,6' 7.5'',80.5,6' 8.5'',225.4,85.5,7' 1.5'',103.0,8' 7'',,,
31,,101123,Gerald,Green,Gerald Green,SF,78.0,6' 6'',79.25,6' 7.25'',192,81.75,6' 9.75'',104.0,8' 8'',,,
32,,101236,Charles,Hayes,Charles Hayes,SF-PF,77.5,6' 5.5'',78.75,6' 6.75'',232.4,82.0,6' 10'',104.5,8' 8.5'',,,
33,,101129,Luther,Head,Luther Head,PG-SG,74.0,6' 2'',75.0,6' 3'',178.8,77.25,6' 5.25'',98.5,8' 2.5'',,,
34,,101125,Julius,Hodge,Julius Hodge,SG-SF,78.0,6' 6'',79.0,6' 7'',202.2,84.5,7' 0.5'',107.5,8' 11.5'',,,
35,,12112,Jared,Homan,Jared Homan,C-PF,79.75,6' 7.75'',80.75,6' 8.75'',248.2,85.25,7' 1.25'',104.5,8' 8.5'',,,
36,,101141,Ersan,Ilyasova,Ersan Ilyasova,SF,79.75,6' 7.75'',81.0,6' 9'',208.8,85.25,7' 1.25'',109.5,9' 1.5'',,,
37,,101127,Jarrett,Jack,Jarrett Jack,PG,74.5,6' 2.5'',75.5,6' 3.5'',197.6,79.5,6' 7.5'',100.0,8' 4'',,,
38,,101204,Dwayne,Jones,Dwayne Jones,C-PF,80.5,6' 8.5'',82.0,6' 10'',242.2,86.75,7' 2.75'',108.5,9' 0.5'',,,
39,,12113,Mindaugas,Katelynas,Mindaugas Katelynas,SF-PF,79.5,6' 7.5'',80.5,6' 8.5'',217,83.0,6' 11'',105.5,8' 9.5'',,,
40,,201318,Jason,Klotz,Jason Klotz,C-PF,80.5,6' 8.5'',81.75,6' 9.75'',249.4,82.0,6' 10'',107.5,8' 11.5'',,,
41,,-1,Carl,Krauser,Carl Krauser,PG-SG,71.5,5' 11.5'',72.75,6' 0.75'',193.4,77.5,6' 5.5'',98.5,8' 2.5'',,,
42,,101247,Keith,Langford,Keith Langford,SG-SF,74.25,6' 2.25'',75.5,6' 3.5'',203.2,81.0,6' 9'',101.0,8' 5'',,,
43,,101135,David,Lee,David Lee,PF,79.75,6' 7.75'',81.0,6' 9'',229.5,84.0,7' 0'',106.5,8' 10.5'',,,
44,,12114,David,Lucas,David Lucas,PF,78.5,6' 6.5'',79.75,6' 7.75'',233.4,84.0,7' 0'',103.5,8' 7.5'',,,
45,,101249,John,Lucas III,John Lucas III,PG,69.25,5' 9.25'',70.5,5' 10.5'',154.4,72.0,6' 0'',92.0,7' 8'',,,
46,,101185,Rawle,Marshall,Rawle Marshall,SG-SF,76.5,6' 4.5'',77.75,6' 5.75'',186.6,85.0,7' 1'',104.0,8' 8'',,,
47,,101131,Jason,Maxiell,Jason Maxiell,PF,77.0,6' 5'',78.25,6' 6.25'',257.6,87.25,7' 3.25'',107.0,8' 11'',,,
48,,101118,Sean,May,Sean May,PF,79.0,6' 7'',80.5,6' 8.5'',258.8,85.25,7' 1.25'',105.0,8' 9'',,,
49,,101119,Rashad,McCants,Rashad McCants,SG,74.75,6' 2.75'',76.0,6' 4'',201,82.75,6' 10.75'',103.5,8' 7.5'',,,
50,,200829,Ivan,McFarlin,Ivan McFarlin,PF,77.5,6' 5.5'',78.75,6' 6.75'',228.6,81.0,6' 9'',105.5,8' 9.5'',,,
51,,12115,Juan,Mendez,Juan Mendez,PF-SF,77.25,6' 5.25'',78.75,6' 6.75'',231.4,84.0,7' 0'',106.5,8' 10.5'',,,
52,,101223,Aaron,Miles,Aaron Miles,PG,72.0,6' 0'',73.5,6' 1.5'',174.6,75.5,6' 3.5'',94.0,7' 10'',,,
53,,12116,Ellis,Myles,Ellis Myles,PF,78.0,6' 6'',79.25,6' 7.25'',255.2,81.75,6' 9.75'',105.5,8' 9.5'',,,
54,,12117,Larry,O'Bannon,Larry O'Bannon,SG,75.0,6' 3'',76.25,6' 4.25'',196,78.0,6' 6'',99.5,8' 3.5'',,,
55,,12118,Drago,Pasalic,Drago Pasalic,SF-PF,81.5,6' 9.5'',83.0,6' 11'',238.8,83.75,6' 11.75'',108.5,9' 0.5'',,,
56,,101108,Chris,Paul,Chris Paul,PG,71.75,5' 11.75'',73.0,6' 1'',178,76.25,6' 4.25'',93.0,7' 9'',,,
57,,200819,Kevin,Pittsnogle,Kevin Pittsnogle,PF,81.25,6' 9.25'',82.25,6' 10.25'',259.2,82.5,6' 10.5'',106.0,8' 10'',,,
58,,201225,Carlos,Powell,Carlos Powell,SF-PF,77.25,6' 5.25'',78.75,6' 6.75'',221.8,82.75,6' 10.75'',105.0,8' 9'',,,
59,,101232,Roger,Powell,Roger Powell,SF,76.75,6' 4.75'',78.0,6' 6'',218.6,83.5,6' 11.5'',104.0,8' 8'',,,
60,,101179,Ronnie,Price,Ronnie Price,PG,72.75,6' 0.75'',74.25,6' 2.25'',184.8,77.5,6' 5.5'',96.5,8' 0.5'',,,
61,,101194,Anthony,Roberson,Anthony Roberson,PG,72.75,6' 0.75'',74.5,6' 2.5'',178.8,74.75,6' 2.75'',95.0,7' 11'',,,
62,,201575,Brandon,Rush,Brandon Rush,SG-SF,77.0,6' 5'',78.5,6' 6.5'',211.4,83.25,6' 11.25'',104.5,8' 8.5'',,,
63,,101195,Luke,Schenscher,Luke Schenscher,C,83.75,6' 11.75'',85.5,7' 1.5'',241.6,89.0,7' 5'',111.5,9' 3.5'',,,
64,,101134,Wayne,Simien,Wayne Simien,PF,79.25,6' 7.25'',81.0,6' 9'',255.8,84.0,7' 0'',107.0,8' 11'',,,
65,,12120,Tre,Simmons,Tre Simmons,SG-SF,76.0,6' 4'',77.0,6' 5'',194.2,79.5,6' 7.5'',102.5,8' 6.5'',,,
66,,12121,David,Simon,David Simon,C-PF,80.0,6' 8'',81.5,6' 9.5'',258.8,87.5,7' 3.5'',108.0,9' 0'',,,
67,,101147,Chris,Taft,Chris Taft,PF,80.5,6' 8.5'',81.5,6' 9.5'',261,85.75,7' 1.75'',109.0,9' 1'',,,
68,,12119,Omar,Thomas,Omar Thomas,SF-SG,75.25,6' 3.25'',76.5,6' 4.5'',200,80.0,6' 8'',102.0,8' 6'',,,
69,,12122,Chris,Thomas,Chris Thomas,PG,71.75,5' 11.75'',73.0,6' 1'',176.2,75.0,6' 3'',95.0,7' 11'',,,
70,,101159,Dijon,Thompson,Dijon Thompson,SF-SG,78.25,6' 6.25'',80.0,6' 8'',195.8,81.75,6' 9.75'',105.5,8' 9.5'',,,
71,,101142,Ronny,Turiaf,Ronny Turiaf,PF,80.0,6' 8'',81.25,6' 9.25'',237.8,85.5,7' 1.5'',106.5,8' 10.5'',,,
72,,101111,Charlie,Villanueva,Charlie Villanueva,PF-SF,81.0,6' 9'',81.5,6' 9.5'',236.6,84.25,7' 0.25'',109.0,9' 1'',,,
73,,101124,Hakim,Warrick,Hakim Warrick,PF-SF,79.25,6' 7.25'',80.5,6' 8.5'',215,86.0,7' 2'',108.0,9' 0'',,,
74,,101110,Martell,Webster,Martell Webster,SF,78.0,6' 6'',79.5,6' 7.5'',229.6,83.0,6' 11'',106.0,8' 10'',,,
75,,101156,Robert,Whaley,Robert Whaley,PF-C,80.0,6' 8'',81.0,6' 9'',269.4,86.0,7' 2'',108.0,9' 0'',,,
76,,101114,Deron,Williams,Deron Williams,PG,73.75,6' 1.75'',74.75,6' 2.75'',202.4,78.25,6' 6.25'',98.0,8' 2'',,,
77,,101214,Jawad,Williams,Jawad Williams,SF,79.0,6' 7'',80.0,6' 8'',218,85.25,7' 1.25'',106.5,8' 10.5'',,,
78,,101107,Marvin,Williams,Marvin Williams,PF-SF,79.0,6' 7'',80.25,6' 8.25'',228.2,87.5,7' 3.5'',108.0,9' 0'',,,
79,,101120,Antoine,Wright,Antoine Wright,SF-SG,77.25,6' 5.25'',78.25,6' 6.25'',202.6,80.75,6' 8.75'',104.5,8' 8.5'',,,
80,,101152,Bracey,Wright,Bracey Wright,SG-PG,73.25,6' 1.25'',74.5,6' 2.5'',186.8,82.0,6' 10'',100.5,8' 4.5'',,,
0,,12123,Kenny,Adeleke,Kenny Adeleke,PF-C,78.5,6' 6.5'',79.75,6' 7.75'',250,82.25,6' 10.25'',104.0,8' 8'',10.5,,
1,,200772,Maurice,Ager,Maurice Ager,SG-PG,75.25,6' 3.25'',76.5,6' 4.5'',203,79.75,6' 7.75'',101.5,8' 5.5'',8.0,,
2,,200746,LaMarcus,Aldridge,LaMarcus Aldridge,PF-C,82.0,6' 10'',83.25,6' 11.25'',234,88.75,7' 4.75'',110.0,9' 2'',8.7,,
3,,201165,Morris,Almond,Morris Almond,SG-SF,76.75,6' 4.75'',78.0,6' 6'',214,82.0,6' 10'',102.5,8' 6.5'',6.9,,
4,,200811,Lou,Amundson,Lou Amundson,PF,79.2,6' 7.2'',80.0,6' 8'',221,83.5,6' 11.5'',103.5,8' 7.5'',6.8,,
5,,202151,Rashad,Anderson,Rashad Anderson,SG,75.25,6' 3.25'',76.5,6' 4.5'',224,79.0,6' 7'',100.0,8' 4'',17.3,,
6,,200756,Hilton,Armstrong,Hilton Armstrong,C-PF,81.5,6' 9.5'',82.25,6' 10.25'',240,88.0,7' 4'',109.0,9' 1'',6.3,,
7,,200788,James,Augustine,James Augustine,PF,80.25,6' 8.25'',81.75,6' 9.75'',227,84.25,7' 0.25'',104.0,8' 8'',5.5,,
8,,200764,Renaldo,Balkman,Renaldo Balkman,SF-PF,77.25,6' 5.25'',78.5,6' 6.5'',206,85.0,7' 1'',104.5,8' 8.5'',4.9,,
9,,12124,J.P.,Batista,J.P. Batista,PF,79.5,6' 7.5'',80.5,6' 8.5'',265,82.0,6' 10'',103.5,8' 7.5'',12.0,,
10,,200807,Will,Blalock,Will Blalock,PG,71.25,5' 11.25'',72.5,6' 0.5'',194,78.0,6' 6'',96.5,8' 0.5'',7.2,,
11,,200847,Brandon,Bowman,Brandon Bowman,SF,78.75,6' 6.75'',80.25,6' 8.25'',209,83.5,6' 11.5'',103.0,8' 7'',8.4,,
12,,200758,Ronnie,Brewer,Ronnie Brewer,SG-PG,77.75,6' 5.75'',78.75,6' 6.75'',223,83.25,6' 11.25'',103.5,8' 7.5'',5.0,,
13,,200787,Denham,Brown,Denham Brown,SG-SF,76.0,6' 4'',77.0,6' 5'',218,81.5,6' 9.5'',102.5,8' 6.5'',9.0,,
14,,12125,Brad,Buckman,Brad Buckman,PF,79.25,6' 7.25'',80.75,6' 8.75'',238,84.0,7' 0'',107.5,8' 11.5'',10.5,,
15,,12126,Nik,Caner-Medley,Nik Caner-Medley,SF,78.5,6' 6.5'',80.0,6' 8'',234,81.0,6' 9'',103.0,8' 7'',9.6,,
16,,200760,Rodney,Carney,Rodney Carney,SG-SF,76.5,6' 4.5'',77.75,6' 5.75'',204,82.0,6' 10'',103.5,8' 7.5'',5.3,,
17,,12127,Keydren,Clark,Keydren Clark,PG,69.0,5' 9'',70.25,5' 10.25'',184,74.5,6' 2.5'',92.5,7' 8.5'',11.6,,
18,,200776,Mardy,Collins,Mardy Collins,PG-SG,76.25,6' 4.25'',77.5,6' 5.5'',224,82.0,6' 10'',103.0,8' 7'',10.0,,
19,,12128,Taquan,Dean,Taquan Dean,SG-PG,74.0,6' 2'',75.0,6' 3'',183,78.75,6' 6.75'',98.0,8' 2'',3.9,,
20,,12129,Terence,Dials,Terence Dials,PF-C,79.75,6' 7.75'',81.0,6' 9'',253,84.0,7' 0'',106.0,8' 10'',15.8,,
21,,12130,Sean,Dockery,Sean Dockery,PG-SG,72.75,6' 0.75'',74.0,6' 2'',182,76.5,6' 4.5'',95.5,7' 11.5'',7.3,,
22,,200770,Jordan,Farmar,Jordan Farmar,PG,72.75,6' 0.75'',74.0,6' 2'',171,75.0,6' 3'',94.5,7' 10.5'',4.4,,
23,,200751,Randy,Foye,Randy Foye,SG-PG,74.25,6' 2.25'',75.25,6' 3.25'',212,78.25,6' 6.25'',97.0,8' 1'',10.0,,
24,,12185,Torin,Francis,Torin Francis,PF-C,81.0,6' 9'',82.0,6' 10'',247,85.0,7' 1'',105.5,8' 9.5'',12.4,,
25,,200752,Rudy,Gay,Rudy Gay,SF-PF,79.0,6' 7'',80.0,6' 8'',222,87.0,7' 3'',107.5,8' 11.5'',5.7,,
26,,12186,Nick,George,Nick George,SF-SG,76.0,6' 4'',77.75,6' 5.75'',201,82.0,6' 10'',103.0,8' 7'',6.0,,
27,,12187,Taj,Gray,Taj Gray,PF-SF,79.25,6' 7.25'',80.5,6' 8.5'',231,84.75,7' 0.75'',107.0,8' 11'',6.8,,
28,,12188,Dan,Grunfeld,Dan Grunfeld,SF-SG,76.75,6' 4.75'',78.0,6' 6'',216,78.25,6' 6.25'',99.0,8' 3'',10.4,,
29,,12189,Matt,Haryasz,Matt Haryasz,PF-C,81.75,6' 9.75'',83.0,6' 11'',219,84.25,7' 0.25'',107.5,8' 11.5'',9.8,,
30,,12190,Eric,Hicks,Eric Hicks,PF,76.75,6' 4.75'',77.5,6' 5.5'',238,85.5,7' 1.5'',105.5,8' 9.5'',7.1,,
31,,12191,Tedric,Hill,Tedric Hill,SF-PF,79.75,6' 7.75'',81.0,6' 9'',236,85.0,7' 1'',107.0,8' 11'',7.3,,
32,,200812,Daniel,Horton,Daniel Horton,PG-SG,72.5,6' 0.5'',74.25,6' 2.25'',198,79.0,6' 7'',96.5,8' 0.5'',8.0,,
33,,200784,Bobby,Jones,Bobby Jones,SF-SG,77.75,6' 5.75'',78.75,6' 6.75'',211,81.5,6' 9.5'',101.5,8' 5.5'',8.0,,
34,,200780,Solomon,Jones,Solomon Jones,PF-C,80.5,6' 8.5'',81.75,6' 9.75'',224,88.75,7' 4.75'',109.0,9' 1'',7.4,,
35,,12192,Viktor,Keyru,Viktor Keyru,SG-PG,77.25,6' 5.25'',78.0,6' 6'',202,81.25,6' 9.25'',104.0,8' 8'',5.5,,
36,,12193,Marco,Killingsworth,Marco Killingsworth,PF,77.5,6' 5.5'',78.75,6' 6.75'',266,87.0,7' 3'',104.0,8' 8'',19.0,,
37,,200814,Tarence,Kinsey,Tarence Kinsey,SF-SG,76.75,6' 4.75'',77.5,6' 5.5'',179,78.75,6' 6.75'',100.5,8' 4.5'',4.1,,
38,,12194,Carl,Krauser,Carl Krauser,PG,71.75,5' 11.75'',72.75,6' 0.75'',190,78.25,6' 6.25'',97.0,8' 1'',8.0,,
39,,200840,Chris,McCray,Chris McCray,SG,75.0,6' 3'',76.0,6' 4'',187,77.75,6' 5.75'',96.5,8' 0.5'',9.6,,
40,,201019,Gerry,McNamara,Gerry McNamara,PG-SG,71.75,5' 11.75'',72.5,6' 0.5'',177,72.75,6' 0.75'',92.5,7' 8.5'',12.8,,
41,,200822,Pops,Mensah-Bonsu,Pops Mensah-Bonsu,PF-C,79.5,6' 7.5'',81.0,6' 9'',232,84.0,7' 0'',105.5,8' 9.5'',5.8,,
42,,200859,Paul,Miller,Paul Miller,PF-C,80.5,6' 8.5'',81.25,6' 9.25'',251,84.0,7' 0'',101.5,8' 5.5'',13.8,,
43,,200794,Paul,Millsap,Paul Millsap,PF,78.25,6' 6.25'',79.25,6' 7.25'',258,85.5,7' 1.5'',105.5,8' 9.5'',9.7,,
44,,201383,Dwayne,Mitchell,Dwayne Mitchell,SG-SF,74.0,6' 2'',75.25,6' 3.25'',208,78.5,6' 6.5'',98.5,8' 2.5'',4.5,,
45,,200747,Adam,Morrison,Adam Morrison,SF,78.5,6' 6.5'',79.75,6' 7.75'',198,82.0,6' 10'',105.0,8' 9'',6.8,,
46,,12195,Yemi,Nicholson,Yemi Nicholson,PF-C,79.75,6' 7.75'',81.5,6' 9.5'',258,88.25,7' 4.25'',107.0,8' 11'',17.2,,
47,,200786,David,Noel,David Noel,SF-SG,76.5,6' 4.5'',78.0,6' 6'',223,81.5,6' 9.5'',100.0,8' 4'',6.1,,
48,,200779,Steve,Novak,Steve Novak,SF,80.0,6' 8'',81.25,6' 9.25'',216,81.5,6' 9.5'',103.0,8' 7'',8.1,,
49,,200753,Patrick,O'Bryant,Patrick O'Bryant,C,83.0,6' 11'',84.0,7' 0'',249,89.75,7' 5.75'',113.0,9' 5'',10.0,,
50,,12196,Danilo,Pinnock,Danilo Pinnock,PG-SG,74.75,6' 2.75'',76.0,6' 4'',204,79.5,6' 7.5'',100.5,8' 4.5'',4.6,,
51,,200809,Chris,Quinn,Chris Quinn,PG-SG,72.5,6' 0.5'',73.5,6' 1.5'',175,77.0,6' 5'',94.0,7' 10'',5.9,,
52,,200810,Allan,Ray,Allan Ray,SG,73.0,6' 1'',74.25,6' 2.25'',204,80.5,6' 8.5'',99.5,8' 3.5'',9.8,,
53,,200755,JJ,Redick,JJ Redick,SG,76.0,6' 4'',76.75,6' 4.75'',190,75.25,6' 3.25'',97.5,8' 1.5'',7.0,,
54,,201015,Antywane,Robinson,Antywane Robinson,SF-PF,78.25,6' 6.25'',79.5,6' 7.5'',217,86.5,7' 2.5'',105.5,8' 9.5'',6.9,,
55,,200750,Brandon,Roy,Brandon Roy,SG-SF,77.25,6' 5.25'',78.25,6' 6.25'',207,80.0,6' 8'',101.0,8' 5'',7.6,,
56,,-1,Blake,Schilb,Blake Schilb,PG-SG,77.25,6' 5.25'',78.25,6' 6.25'',209,80.75,6' 8.75'',102.0,8' 6'',11.3,,
57,,200754,Mouhamed,Sene,Mouhamed Sene,C,83.0,6' 11'',84.0,7' 0'',237,92.5,7' 8.5'',113.0,9' 5'',6.6,,
58,,200759,Cedric,Simmons,Cedric Simmons,PF-C,80.25,6' 8.25'',81.5,6' 9.5'',223,88.25,7' 4.25'',108.5,9' 0.5'',5.6,,
59,,201201,Marcus,Slaughter,Marcus Slaughter,PF-SF,79.0,6' 7'',80.0,6' 8'',220,83.5,6' 11.5'',104.5,8' 8.5'',8.5,,
60,,200783,Craig,Smith,Craig Smith,PF,77.5,6' 5.5'',78.5,6' 6.5'',259,81.5,6' 9.5'',103.5,8' 7.5'',12.2,,
61,,200848,Steven,Smith,Steven Smith,SF-PF,79.5,6' 7.5'',81.25,6' 9.25'',238,84.5,7' 0.5'',104.0,8' 8'',7.8,,
62,,23033,Michael,Southhall,Michael Southhall,C,81.5,6' 9.5'',82.25,6' 10.25'',241,88.25,7' 4.25'',107.5,8' 11.5'',7.9,,
63,,12199,Frans,Steyn,Frans Steyn,C,85.25,7' 1.25'',86.5,7' 2.5'',280,86.25,7' 2.25'',109.0,9' 1'',12.8,,
64,,201028,Curtis,Stinson,Curtis Stinson,SG,73.75,6' 1.75'',74.75,6' 2.75'',208,77.0,6' 5'',97.5,8' 1.5'',6.0,,
65,,200748,Tyrus,Thomas,Tyrus Thomas,PF-SF,79.25,6' 7.25'',80.25,6' 8.25'',217,87.0,7' 3'',108.0,9' 0'',5.6,,
66,,12200,Joah,Tucker,Joah Tucker,SF-SG,75.75,6' 3.75'',77.25,6' 5.25'',224,78.5,6' 6.5'',99.5,8' 3.5'',7.0,,
67,,12201,Ian,Vouyoukas,Ian Vouyoukas,C-PF,80.5,6' 8.5'',81.5,6' 9.5'',267,84.75,7' 0.75'',108.5,9' 0.5'',14.8,,
68,,200827,Darius,Washington,Darius Washington,PG,71.5,5' 11.5'',73.0,6' 1'',195,76.0,6' 4'',96.0,8' 0'',9.7,,
69,,201228,CJ,Watson,CJ Watson,PG,72.5,6' 0.5'',73.75,6' 1.75'',171,78.0,6' 6'',96.0,8' 0'',5.2,,
70,,12203,Eric,Williams,Eric Williams,C-PF,79.25,6' 7.25'',80.75,6' 8.75'',285,88.25,7' 4.25'',106.5,8' 10.5'',13.0,,
71,,200818,Justin,Williams,Justin Williams,C-PF,79.25,6' 7.25'',80.75,6' 8.75'',211,85.5,7' 1.5'',109.0,9' 1'',6.5,,
72,,200766,Marcus,Williams,Marcus Williams,PG,74.0,6' 2'',75.25,6' 3.25'',215,79.0,6' 7'',97.5,8' 1.5'',12.4,,
73,,200761,Shawne,Williams,Shawne Williams,SF-PF,79.25,6' 7.25'',80.75,6' 8.75'',227,87.0,7' 3'',104.0,8' 8'',8.0,,
74,,200749,Shelden,Williams,Shelden Williams,PF-C,79.5,6' 7.5'',80.5,6' 8.5'',258,88.25,7' 4.25'',104.0,8' 8'',11.4,,
75,,202124,Curtis,Withers,Curtis Withers,PF-SF,78.0,6' 6'',78.5,6' 6.5'',227,82.0,6' 10'',101.0,8' 5'',5.0,,
0,,12204,Mohamed,Abukar,Mohamed Abukar,SF,80.0,6' 8'',81.75,6' 9.75'',210,81.0,6' 9'',103.0,8' 7'',8.9,,
1,,12205,Mario,Boggan,Mario Boggan,PF,77.0,6' 5'',79.0,6' 7'',240,86.0,7' 2'',107.0,8' 11'',9.2,,
2,,12206,Craig,Bradshaw,Craig Bradshaw,PF,80.0,6' 8'',81.75,6' 9.75'',240,85.5,7' 1.5'',106.5,8' 10.5'',12.1,,
3,,201147,Corey,Brewer,Corey Brewer,SF-SG,78.0,6' 6'',79.75,6' 7.75'',185,80.25,6' 8.25'',103.0,8' 7'',4.2,,
4,,201166,Aaron,Brooks,Aaron Brooks,PG,70.0,5' 10'',71.75,5' 11.75'',161,76.0,6' 4'',94.0,7' 10'',2.7,,
5,,201628,Bobby,Brown,Bobby Brown,PG,71.0,5' 11'',73.75,6' 1.75'',170,76.0,6' 4'',95.5,7' 11.5'',6.6,,
6,,201469,Russell,Carter,Russell Carter,SG,75.0,6' 3'',76.5,6' 4.5'',221,80.5,6' 8.5'',97.5,8' 1.5'',6.0,,
